match_id,inning,over,ball,batsman_runs,bowler_runs,is_wicket
1052,1,12,3,1,4,0
1240,1,5,6,4,0,1
206,2,5,3,2,1,0
1588,2,18,6,0,4,1
973,1,18,3,4,0,0
1932,2,9,3,3,0,0
378,2,20,2,6,0,0
523,2,8,5,0,3,1
1967,2,9,5,2,4,0
1613,1,8,1,4,6,0
541,2,2,6,0,6,1
1241,2,4,3,0,1,0
1467,2,18,6,4,2,1
479,2,3,5,0,1,0
1401,2,6,1,3,2,0
378,2,3,2,4,2,1
1619,1,13,3,4,1,0
659,1,3,1,4,6,1
1277,2,16,1,2,0,0
1013,1,18,6,6,4,0
1702,1,11,3,0,1,0
1561,1,14,2,1,1,0
1801,2,11,6,6,1,1
708,2,14,5,6,0,0
77,1,12,6,1,6,1
904,2,8,1,4,2,0
1562,2,13,2,4,1,1
1353,1,7,2,0,1,0
1935,1,15,6,0,0,0
1863,2,8,2,4,0,0
1857,1,12,1,1,0,0
1305,1,13,2,1,1,1
1767,1,14,6,6,0,0
1809,2,18,3,6,0,0
1485,1,17,5,0,0,1
1096,1,2,5,2,3,0
830,1,10,5,2,6,0
655,2,14,2,6,3,0
244,1,15,1,0,1,1
454,2,18,1,1,6,1
1180,1,19,5,3,0,0
1546,2,5,4,0,1,1
1908,1,13,5,4,3,1
940,2,7,6,4,1,0
1104,2,4,1,1,4,0
1451,1,3,1,3,0,0
389,1,11,6,6,0,0
704,2,19,5,6,1,0
433,2,3,4,1,1,1
1682,1,15,5,6,0,0
1102,1,14,1,4,0,0
990,2,1,3,4,3,0
752,1,10,4,6,4,1
984,1,19,6,4,6,1
1915,2,11,6,1,0,1
1135,1,13,3,0,2,1
497,2,1,1,0,3,0
458,1,15,3,2,0,0
316,2,19,5,6,0,0
647,1,17,6,1,0,0
4,2,14,5,4,4,0
1861,1,6,6,0,4,1
498,2,16,6,0,0,1
768,2,1,1,0,3,0
545,1,14,5,6,4,1
31,1,14,5,3,3,1
538,2,9,3,1,0,0
851,2,2,1,3,4,1
1913,1,19,6,0,6,1
442,1,13,6,4,6,0
1653,1,12,2,6,2,0
382,1,15,5,6,2,0
119,1,10,1,3,2,0
633,1,12,2,0,3,0
1074,1,12,3,4,2,0
1350,2,10,5,6,1,0
570,2,2,4,3,1,0
432,1,9,1,0,6,1
1403,2,7,2,2,0,0
1717,2,19,5,3,1,0
1944,2,7,4,1,3,1
1818,1,13,6,2,4,0
1105,2,7,1,1,0,0
768,1,14,6,1,6,1
1446,2,7,2,0,3,0
1245,2,9,4,2,0,1
1779,1,5,4,3,2,0
621,2,4,5,0,4,0
1142,2,15,2,1,4,1
1183,1,16,4,0,0,0
761,1,13,4,4,2,0
1891,2,10,1,1,4,0
1484,1,8,2,0,6,1
1396,1,17,6,0,2,0
117,1,17,6,6,1,0
1062,1,13,5,0,3,0
874,2,13,3,0,6,1
1776,2,15,4,4,2,0
1144,2,11,2,2,1,1
1664,1,19,4,3,2,0
537,2,5,4,0,1,1
1890,2,10,2,0,4,0
1017,1,18,6,4,6,0
469,2,14,2,1,3,0
485,1,1,2,1,6,0
701,2,13,4,3,4,1
1738,2,14,3,2,3,1
1948,1,11,5,0,1,0
1631,2,7,6,6,0,0
841,1,12,5,6,1,0
1878,2,16,4,3,3,1
1209,1,9,3,4,0,0
253,1,19,2,3,6,0
640,1,8,5,0,3,1
1820,2,9,5,1,2,1
1625,2,10,2,6,4,1
416,1,13,3,3,3,0
1805,1,19,4,2,0,0
1906,2,7,4,4,0,0
1226,2,1,3,6,2,0
1653,1,15,1,1,0,0
426,1,20,6,4,2,0
916,2,9,6,0,0,0
1736,2,12,3,0,4,0
118,2,7,5,2,2,1
837,2,2,1,4,0,0
1383,2,9,4,2,2,0
1959,2,18,5,4,4,0
349,1,13,3,3,6,0
570,2,18,2,3,3,0
983,2,14,1,2,6,0
61,1,18,4,4,1,0
187,2,16,4,3,6,1
1291,2,13,3,2,1,0
1967,2,13,1,1,4,1
971,1,14,4,4,0,0
1453,2,3,1,0,0,0
98,1,17,1,0,4,1
459,2,6,1,1,0,1
1317,1,5,4,2,2,0
1718,1,14,3,1,2,0
1251,1,4,2,3,1,0
1879,2,12,4,3,0,0
941,2,8,6,6,2,0
372,1,17,3,0,0,0
1631,1,6,1,1,3,0
707,2,9,5,0,6,0
511,2,1,1,2,0,0
1062,1,4,4,2,4,0
1500,2,10,6,3,0,1
1746,1,9,2,1,1,0
38,1,9,4,6,1,0
525,2,6,4,0,1,0
599,2,5,3,4,2,0
612,1,18,6,0,1,0
940,2,13,6,1,6,0
380,2,6,5,6,1,0
1266,1,4,6,1,3,0
1170,1,5,1,2,3,0
768,2,8,4,0,0,0
1161,1,14,4,6,2,0
161,1,15,5,0,4,0
283,2,4,1,1,4,1
447,2,20,2,2,4,1
1910,1,6,3,6,4,0
1686,1,9,6,6,4,1
388,1,16,2,3,0,0
661,2,4,1,0,1,0
328,2,10,4,1,3,0
1761,1,15,1,4,3,0
119,1,5,3,4,4,0
390,2,10,3,1,2,0
1913,1,15,3,2,0,0
127,2,10,3,0,2,0
137,2,12,5,3,0,0
813,1,8,6,4,2,0
612,1,13,6,2,0,0
627,2,5,4,2,0,0
675,1,17,3,0,2,0
47,1,6,3,6,4,0
1686,1,14,4,4,6,0
1932,1,13,6,2,4,0
636,2,16,1,4,0,0
216,1,16,3,0,2,1
1122,2,6,3,0,0,0
1620,2,14,1,1,0,0
1384,2,15,5,6,6,1
677,1,13,4,1,6,0
1317,1,20,3,2,3,1
1908,2,18,6,1,1,0
477,1,20,2,6,4,1
1930,2,16,6,0,6,1
1362,2,10,2,0,0,1
220,1,11,5,0,1,1
1632,2,13,3,0,2,0
1044,1,17,4,6,1,0
1796,2,19,3,6,3,0
38,2,6,1,0,1,0
595,1,10,3,6,1,1
1052,1,5,5,0,6,0
619,1,5,4,4,1,1
1952,2,18,1,6,6,0
1326,2,3,3,3,3,0
1706,2,11,3,0,6,0
219,1,2,6,2,0,0
1104,1,13,6,6,3,1
1280,1,1,4,1,1,1
115,1,1,1,0,0,0
322,1,2,4,0,2,1
112,2,9,4,0,3,0
1348,1,13,4,1,3,1
601,1,9,4,0,2,0
1137,1,8,5,3,2,1
316,1,15,1,3,0,0
652,1,19,4,2,1,0
444,2,13,4,3,0,0
1321,2,4,1,0,6,1
871,2,16,2,3,6,0
1000,1,17,2,2,6,0
594,2,6,4,4,0,1
737,2,10,6,0,0,0
506,1,11,3,4,0,0
1778,2,11,5,0,3,1
765,1,13,1,4,2,1
481,1,4,3,1,6,0
93,1,9,5,1,0,0
1282,2,7,2,4,1,0
1081,1,7,6,0,2,0
1427,2,7,6,2,6,0
1351,2,1,4,6,0,0
1606,2,18,3,0,2,1
1064,1,2,4,1,0,0
1521,2,14,4,0,0,1
1485,2,2,4,6,4,0
565,1,15,3,6,0,1
928,2,19,3,2,0,0
573,1,13,5,3,4,0
1119,1,12,4,6,4,0
1359,1,16,3,0,1,0
297,1,9,4,0,3,1
1899,1,14,2,0,4,0
853,2,14,5,3,3,1
1582,2,15,5,1,6,1
1388,2,4,1,0,6,0
1484,1,6,4,4,0,1
1960,1,20,3,0,6,0
1499,2,5,5,3,4,0
1213,1,4,3,3,4,0
148,2,12,2,3,1,0
234,1,3,4,2,4,1
836,1,10,6,0,6,0
1759,2,6,5,2,6,1
7,2,10,5,6,6,0
1140,1,9,3,1,3,1
1652,1,11,5,1,0,0
1502,2,15,4,3,2,0
1283,1,5,1,2,4,1
1394,1,15,2,2,2,0
1115,2,18,2,4,0,0
367,1,6,3,3,2,0
411,1,3,5,2,6,0
555,1,13,3,6,0,1
1587,2,14,3,2,4,0
1694,2,10,3,4,3,0
1490,1,13,6,6,6,1
999,2,4,3,1,4,0
1200,1,5,5,4,2,0
1491,1,5,2,3,2,0
1783,1,3,4,2,3,0
146,1,7,6,1,3,0
117,2,1,3,1,1,0
1612,1,3,4,3,0,1
1470,2,6,6,1,2,0
1914,2,8,6,4,0,1
1811,2,9,2,0,2,0
1868,1,13,6,6,2,1
1432,1,18,2,0,4,1
1076,2,11,3,0,0,0
371,2,10,6,4,3,0
1723,2,1,2,0,4,0
984,1,10,5,6,3,0
879,1,3,5,1,4,0
967,2,14,5,4,3,1
980,1,9,6,2,3,1
1640,1,12,6,3,3,0
1351,1,4,4,0,2,0
327,1,2,2,1,4,0
1443,1,10,6,3,1,0
732,1,20,6,2,4,0
1218,1,14,2,2,2,1
1482,2,17,1,2,2,0
401,2,10,6,0,3,1
1738,2,17,2,1,2,1
1412,2,4,6,6,0,0
1068,2,2,2,4,4,0
1797,2,7,5,3,0,1
1953,2,10,2,0,0,1
1319,2,12,4,1,0,0
1885,1,18,3,1,2,1
1575,1,3,5,2,6,0
1814,2,6,4,0,2,1
1519,1,11,2,1,1,0
598,2,4,2,4,6,0
659,2,15,6,3,3,0
486,1,7,1,3,1,0
1,1,9,4,1,3,0
1724,2,1,1,0,6,1
1089,1,20,5,4,6,1
686,1,11,3,4,3,0
1973,1,5,6,0,6,1
920,2,3,5,3,3,1
1406,1,4,5,0,2,0
950,1,4,4,6,6,0
446,1,3,6,0,1,0
387,2,16,5,0,4,1
1460,2,12,6,3,4,0
565,1,12,5,1,2,0
499,2,16,4,0,3,0
976,1,19,5,0,2,0
355,1,16,4,4,2,1
1357,1,12,1,0,3,0
1233,1,11,4,0,4,1
1543,1,13,4,3,1,1
1778,2,20,5,3,6,0
1307,2,4,6,2,4,0
1487,1,1,6,4,2,0
812,2,15,4,2,6,0
530,2,17,3,3,4,0
1974,1,17,1,2,4,1
1096,1,6,3,3,2,0
736,2,2,4,0,0,1
367,2,13,6,2,1,0
308,2,1,1,1,0,1
3,2,16,2,0,1,1
1775,2,1,6,3,0,0
729,2,16,6,1,4,0
741,1,10,3,0,3,1
482,2,1,5,6,1,0
1799,2,10,2,0,2,0
1822,1,14,5,2,0,0
394,1,8,1,6,0,1
1787,2,8,4,3,1,1
1665,2,17,2,2,3,1
416,2,15,4,0,6,0
208,1,6,5,1,1,0
1544,1,1,5,0,0,0
318,1,14,3,0,2,0
186,1,20,4,0,6,1
639,1,14,1,0,2,0
858,1,6,5,0,3,0
83,2,18,5,2,0,0
1638,2,8,6,2,3,1
671,1,7,2,0,2,1
1988,2,5,5,2,4,0
1993,1,8,2,2,6,0
471,2,19,2,0,6,0
198,2,9,3,0,1,0
688,1,19,5,3,2,0
242,2,7,4,1,2,0
439,1,16,6,3,0,0
758,1,1,5,3,0,0
1332,1,17,4,2,0,0
1480,1,12,5,0,0,0
747,2,7,6,3,4,0
1753,2,3,3,0,2,0
31,2,19,2,6,4,0
1982,1,5,5,0,6,0
978,2,18,1,0,2,0
414,2,6,4,0,4,0
1640,2,3,3,1,3,0
1229,1,19,2,0,4,0
487,1,19,1,0,2,1
154,2,7,6,6,6,1
147,2,20,3,6,4,0
451,2,17,3,0,0,0
1073,1,12,5,1,2,0
395,1,9,3,0,3,1
1879,1,4,6,4,0,0
396,2,6,4,0,0,0
1994,2,12,4,1,0,0
82,1,20,5,3,0,1
723,1,7,4,1,6,1
1058,1,10,2,1,3,1
987,2,12,6,1,0,1
1435,2,1,3,0,0,1
1081,1,14,1,2,1,0
1906,2,5,4,6,0,1
892,1,18,1,6,3,1
67,2,8,3,1,0,0
1070,2,3,5,0,0,0
1983,2,2,1,0,3,0
555,2,18,5,6,4,0
1367,1,8,2,0,3,0
1861,2,10,3,0,1,1
1241,1,15,2,4,6,0
1287,1,20,1,2,1,0
701,2,19,5,2,3,0
1829,2,4,6,0,1,1
1290,1,11,4,1,4,0
1887,2,9,4,4,0,0
798,1,8,5,4,1,1
80,1,9,5,0,2,0
1688,1,19,6,0,4,1
1204,1,14,3,3,2,1
1890,1,4,4,1,0,1
1554,2,19,4,0,3,0
964,1,18,6,4,3,1
1264,1,6,4,3,0,0
1610,1,4,3,2,4,0
1293,1,18,1,0,4,0
237,1,5,6,1,3,0
961,2,17,2,3,0,0
845,2,17,6,0,4,1
1919,1,4,1,0,3,0
1782,1,3,2,2,0,1
557,1,8,4,6,0,1
792,2,5,3,4,4,0
1184,2,15,1,6,2,0
934,1,12,2,3,6,0
858,2,2,3,4,2,0
1097,2,16,5,2,3,0
1373,2,19,1,3,2,0
1843,1,18,3,0,4,1
1434,2,3,4,0,0,0
1089,1,18,3,0,2,0
155,2,19,3,0,4,1
1122,1,19,1,0,4,0
445,2,7,5,0,2,0
359,1,12,5,4,4,1
1135,1,2,6,0,0,1
1794,1,20,5,6,4,0
171,2,13,1,4,0,1
1857,1,19,1,6,6,0
904,1,3,1,2,0,0
507,2,8,1,4,3,0
1376,2,11,5,2,4,1
1419,1,11,6,0,6,0
661,1,9,5,6,0,1
479,1,10,5,0,0,0
1541,2,6,5,0,1,0
759,2,8,5,3,0,1
1151,2,4,3,6,4,1
1650,1,12,4,3,1,0
514,1,15,4,2,1,1
908,2,10,5,0,1,0
883,2,14,5,1,6,0
1550,2,20,6,0,6,1
110,1,12,1,6,6,1
1639,2,13,4,0,0,0
1541,1,14,4,0,0,1
1460,1,20,4,1,3,0
941,2,18,3,1,1,1
1538,2,1,5,6,6,0
699,1,11,6,3,2,1
1273,2,17,3,0,2,1
357,1,3,2,1,1,0
1738,1,1,2,3,1,0
1801,1,15,2,1,6,0
1998,1,18,6,3,2,0
645,1,18,5,4,6,0
602,2,19,4,2,0,0
348,2,11,2,0,0,0
1685,1,11,3,0,2,0
1385,1,10,3,2,4,0
1138,1,4,6,6,0,0
875,2,15,6,3,0,1
1073,1,8,2,6,4,1
122,2,5,2,3,2,0
432,1,2,6,2,3,1
1086,2,20,6,3,4,0
107,1,3,1,0,0,1
1775,2,16,2,2,2,0
566,2,4,1,6,0,0
1600,2,5,4,3,3,1
1439,2,15,6,4,3,0
1806,1,9,2,6,2,0
165,2,20,6,6,3,0
1013,2,11,2,0,0,1
1269,1,19,2,0,1,0
129,1,7,2,3,2,1
1184,1,17,6,0,0,0
823,2,20,1,3,1,1
1440,2,13,4,2,4,0
530,2,18,3,4,3,0
1370,1,3,3,6,2,0
363,2,4,6,3,0,0
1157,1,8,4,0,6,0
32,1,4,2,0,0,1
521,2,6,2,6,2,0
1799,1,10,4,0,4,1
595,1,1,5,3,0,1
490,2,9,4,6,0,1
664,2,17,5,6,0,0
283,2,17,1,1,4,1
1601,2,18,6,6,6,1
478,1,12,6,6,3,0
73,1,2,2,4,1,0
1420,2,13,3,0,0,0
116,1,15,3,0,4,0
543,2,10,2,2,0,0
22,2,19,1,0,6,0
330,2,8,6,0,3,0
1188,2,13,6,1,0,0
1085,1,18,6,2,1,0
1021,2,16,6,2,6,1
1211,2,20,3,2,1,0
1612,2,5,1,1,4,0
361,1,10,5,0,0,1
1250,2,4,1,6,0,1
792,1,7,4,0,2,1
1760,1,19,5,1,4,0
1471,1,10,3,0,0,0
248,1,1,1,3,4,0
1690,1,6,3,4,2,0
1247,1,3,3,4,0,0
1346,1,20,5,3,0,0
1904,2,20,2,1,0,0
1076,2,8,4,6,0,1
1876,1,20,5,1,4,1
216,1,7,6,6,1,1
1964,1,10,5,0,6,0
726,1,5,6,1,2,1
327,2,4,5,2,4,1
106,2,2,3,3,0,1
1009,1,2,3,4,6,1
115,2,6,5,2,4,0
1854,2,13,1,3,1,0
1569,1,6,3,6,0,1
1471,2,15,6,6,0,0
171,1,10,3,3,4,0
72,1,20,1,3,0,1
713,1,8,2,1,6,1
812,1,17,3,6,4,0
889,2,3,2,6,0,0
1242,2,4,3,4,0,0
1735,2,18,4,1,1,0
1312,1,13,1,0,1,1
27,1,6,6,4,6,0
1348,1,13,4,1,1,1
1815,2,20,1,3,6,1
980,1,7,5,0,1,1
1334,2,18,6,2,0,0
797,1,9,2,3,4,0
171,1,2,4,3,1,0
151,2,16,2,6,3,0
19,2,3,3,2,3,0
1265,1,5,3,0,4,1
1139,1,17,6,0,6,0
1462,2,15,3,0,0,0
244,1,5,1,2,2,0
1639,2,17,6,2,1,0
1436,1,8,5,0,2,1
68,2,1,4,0,0,0
1729,2,18,4,3,6,0
178,1,3,1,4,6,0
168,1,5,1,0,1,0
1916,1,16,4,0,4,1
110,1,18,4,6,2,0
1297,1,3,4,3,1,1
1263,2,20,1,2,3,0
1333,1,4,2,3,4,0
542,2,18,5,3,4,0
1705,2,15,1,6,4,1
1498,1,18,5,0,3,0
1840,2,16,4,1,0,0
459,1,5,2,2,2,0
1747,1,3,4,0,1,0
1272,2,5,3,2,6,0
524,1,9,2,4,2,0
1182,2,5,5,3,0,1
509,2,16,5,4,3,0
1858,2,8,3,0,4,0
1630,1,20,6,0,0,1
456,2,10,2,2,3,0
1565,1,3,3,6,0,0
1160,1,17,3,4,2,0
1789,1,14,5,1,6,0
1849,1,13,5,0,6,0
390,2,19,4,0,4,0
1385,1,13,5,2,4,1
1857,2,20,5,2,6,1
1376,2,5,3,1,6,0
31,2,10,6,2,0,0
153,2,17,3,4,0,0
146,1,20,4,6,4,0
84,1,10,4,2,4,1
967,1,20,5,6,0,1
1994,2,11,1,3,2,0
158,1,13,3,2,6,1
255,2,16,1,4,1,0
953,1,18,5,3,1,1
426,2,8,2,1,2,0
299,2,8,3,0,0,0
53,2,16,6,6,0,0
502,1,1,5,0,1,1
666,2,6,4,2,2,1
334,2,18,5,0,6,1
657,1,13,5,0,6,1
1657,2,5,1,4,6,1
1668,2,2,5,0,1,1
320,1,17,5,6,6,0
1629,1,9,6,0,3,1
1172,2,20,1,0,2,1
305,1,14,5,1,6,1
816,2,15,6,0,2,1
907,2,11,4,0,4,1
384,2,16,4,6,4,0
488,2,2,1,4,0,0
1392,1,1,5,6,4,0
478,2,15,5,0,1,0
1466,1,12,3,0,6,0
1690,2,7,2,2,2,0
1155,2,15,6,6,2,1
291,2,6,3,4,4,0
1962,1,10,3,1,6,0
1109,2,9,5,0,1,0
812,2,5,6,4,4,1
1518,1,13,4,6,6,0
209,2,20,2,4,1,1
649,1,10,3,1,3,0
1938,2,7,6,0,0,0
1580,2,1,3,1,2,1
1847,2,5,5,1,3,1
1689,1,6,3,6,6,0
633,1,13,1,1,4,0
1415,2,6,5,2,0,0
158,2,7,1,0,6,0
1838,1,16,1,0,0,0
1514,2,3,3,4,6,0
290,2,14,1,4,1,0
1090,1,4,6,2,1,1
267,2,9,3,1,0,0
1904,1,12,1,6,6,1
650,1,6,1,2,6,0
1483,2,11,6,0,2,1
1196,2,20,5,0,2,0
778,1,15,4,4,0,1
886,1,12,1,0,3,0
1276,2,15,5,1,3,1
693,2,17,4,2,4,1
1649,1,9,5,1,2,1
354,2,11,2,3,0,0
621,2,7,6,3,1,0
1284,2,20,3,0,2,0
941,2,16,6,4,3,0
810,1,7,5,0,0,0
1974,2,6,1,3,4,0
766,2,16,5,2,0,1
1515,1,3,3,0,1,1
144,2,16,5,0,6,1
633,1,11,1,3,0,0
691,2,14,1,0,0,1
986,1,6,1,4,4,1
1686,2,12,4,3,6,1
1508,1,15,1,0,2,1
191,1,8,1,2,1,0
683,1,12,5,4,0,1
353,2,20,3,3,0,1
1489,1,4,5,0,6,1
1194,2,13,3,4,3,0
532,1,2,4,3,1,1
1782,1,12,1,4,0,0
24,2,16,4,2,1,0
1480,2,1,3,0,0,1
1172,1,15,3,6,3,0
1685,2,7,1,2,1,0
1183,2,16,2,6,4,0
1444,2,3,3,2,1,1
667,2,17,6,1,2,0
186,1,18,1,0,1,0
1232,2,10,4,4,6,0
912,2,17,2,6,0,1
1858,1,9,5,4,0,0
5,1,20,1,0,1,0
1430,1,11,1,0,0,0
1528,1,6,4,1,1,1
652,1,15,3,0,4,1
1952,2,11,5,3,1,0
208,1,7,2,0,4,0
458,1,20,5,2,4,0
558,2,16,6,6,3,1
1541,1,19,3,0,0,0
476,2,5,6,0,4,0
1307,2,14,4,3,0,0
890,2,4,3,1,0,0
341,1,3,1,4,1,0
1566,1,1,5,0,2,0
1083,1,16,1,0,3,1
1346,2,18,5,4,0,1
397,2,4,2,6,3,0
1799,1,2,1,6,4,0
956,1,19,4,2,6,0
1005,2,10,5,0,2,0
1310,1,16,2,0,0,0
1727,1,19,5,1,3,0
966,2,5,6,0,4,1
1249,1,14,1,0,1,1
393,2,15,4,1,6,1
209,1,20,5,1,4,1
1849,2,17,3,1,1,0
1045,2,13,4,0,0,0
1971,1,8,4,0,6,1
320,1,10,1,3,4,0
533,2,6,2,1,3,0
527,1,9,6,2,0,0
750,2,16,4,0,0,0
1182,2,11,4,6,2,0
99,1,3,6,2,6,1
1055,2,12,4,2,4,0
1200,2,20,5,4,3,0
833,2,11,2,2,4,0
111,2,16,2,0,0,0
811,2,17,5,0,2,0
1935,2,12,1,0,0,1
216,2,20,2,2,1,1
1180,2,16,3,3,1,1
1543,1,4,1,0,3,0
1317,1,19,6,1,0,0
543,1,8,4,4,0,0
1147,2,15,1,1,2,1
1338,1,17,1,1,3,0
67,1,7,2,3,3,0
339,1,5,4,4,0,0
1846,1,10,1,6,1,1
1464,1,13,3,1,1,0
1527,1,3,5,0,0,1
434,1,9,2,0,3,0
602,1,2,3,0,4,0
967,1,12,4,6,0,0
321,2,9,2,0,0,1
1824,2,18,5,1,4,0
1453,2,3,6,0,2,0
223,2,6,6,6,0,1
1160,1,6,6,0,3,1
54,2,10,3,4,2,1
299,2,14,6,4,1,1
58,1,15,5,0,1,0
1475,1,3,2,3,4,0
1394,2,14,2,2,0,1
1549,1,9,6,6,1,0
994,2,12,3,2,2,0
506,1,13,2,6,3,0
1047,2,14,6,0,0,0
1959,1,4,6,0,1,0
341,2,1,6,4,0,0
697,1,20,1,4,6,0
1026,1,12,4,6,6,0
246,2,14,1,6,4,0
1009,1,13,5,2,0,0
338,1,19,1,6,3,1
771,1,3,1,4,4,0
1221,1,14,4,6,3,0
1376,2,10,6,4,1,0
1300,1,11,5,4,1,0
378,1,10,2,2,1,0
1285,2,10,3,2,3,1
1195,2,1,5,4,6,1
1767,1,8,5,0,0,0
269,1,2,5,1,4,1
69,2,6,2,4,0,0
1203,2,3,3,0,2,0
577,2,17,5,0,2,0
896,2,6,4,4,1,1
1795,1,15,3,2,6,1
742,1,14,2,4,2,1
1394,2,15,6,0,2,1
543,2,14,6,0,4,0
1829,1,11,2,3,4,0
91,2,2,6,0,4,1
1565,2,6,5,6,0,0
1117,2,17,5,6,1,0
1654,2,4,1,0,0,0
1301,1,14,6,1,2,0
1490,2,20,3,4,4,0
896,2,17,5,2,4,0
605,1,13,3,1,0,0
395,2,1,2,6,1,1
668,2,7,3,1,6,1
406,2,3,6,1,4,0
1580,2,20,4,4,0,1
232,2,20,2,1,4,0
1554,1,20,6,1,4,1
742,2,20,5,2,0,1
594,2,7,3,6,6,0
1480,1,11,3,3,6,0
1672,1,18,6,3,4,0
1928,1,12,2,0,4,1
462,1,9,1,2,3,1
1790,2,10,6,4,1,0
1055,1,1,6,4,4,0
1447,2,8,6,1,1,0
1824,2,6,6,0,0,0
1334,2,18,3,6,0,0
576,1,14,3,0,0,0
448,2,12,5,6,3,1
874,1,6,4,1,3,0
1679,2,10,6,4,0,0
16,1,14,6,6,1,0
119,1,10,5,1,6,0
1801,1,7,2,3,3,1
1163,1,8,6,3,4,1
1669,1,12,3,0,2,0
1582,1,18,2,0,0,0
97,2,19,3,0,6,1
1916,1,6,5,0,0,0
1968,2,13,5,3,4,0
52,2,12,3,0,6,1
323,1,17,6,2,6,0
1271,2,2,6,3,6,0
246,1,9,5,4,6,1
1499,2,18,1,0,1,0
75,2,9,6,2,6,0
1552,1,3,2,4,1,0
786,1,17,6,1,0,0
1232,1,17,4,6,3,0
1235,2,18,2,2,2,1
1324,2,1,3,0,0,0
1078,1,4,5,2,4,1
1576,2,9,2,1,6,1
1978,2,18,4,0,2,0
875,1,4,4,3,0,0
124,2,6,2,1,0,1
1661,1,1,2,1,6,0
1009,1,7,2,2,2,0
487,2,3,1,4,2,0
877,2,11,4,6,1,0
162,1,2,5,2,1,0
1257,1,10,5,0,0,1
1546,1,10,6,3,1,1
702,2,5,1,6,6,0
208,1,11,5,0,2,0
48,2,20,5,6,0,0
1636,1,20,1,1,3,1
1204,1,20,1,6,0,1
322,2,11,1,1,2,1
1512,1,5,2,4,0,0
357,1,19,2,2,0,0
1192,1,8,1,6,2,0
530,1,15,2,3,4,0
14,2,20,1,0,4,0
1947,2,17,4,3,4,1
671,1,7,2,0,3,0
530,2,8,2,4,0,0
707,2,6,2,4,6,0
564,1,17,3,6,2,1
1984,1,9,3,6,0,0
4,1,2,2,1,0,0
880,2,1,4,3,3,0
202,1,16,3,3,2,0
333,1,15,1,1,6,0
1657,2,1,5,3,3,1
1530,2,15,5,0,1,0
1423,1,1,6,2,3,0
1890,1,6,4,0,0,0
1665,2,2,4,3,1,1
1626,2,18,4,3,0,0
383,2,19,2,0,6,1
1450,1,19,3,3,2,1
1009,2,10,6,3,4,1
1548,2,17,6,6,2,0
1096,1,5,5,3,6,0
734,2,5,5,6,6,1
1226,1,3,5,4,3,0
314,1,10,3,4,0,0
636,1,15,1,0,4,0
420,1,10,4,1,4,1
119,2,10,4,0,4,1
537,1,2,2,1,3,1
113,2,10,6,2,0,0
140,1,11,1,0,6,1
1516,2,16,5,1,3,1
898,1,7,1,4,1,0
1273,2,1,5,6,1,0
125,1,20,5,2,0,1
312,2,16,5,1,2,0
122,1,10,4,6,0,0
76,2,18,3,3,0,0
766,1,11,5,6,0,0
971,2,7,6,0,2,0
1644,2,5,6,1,0,1
1196,1,10,2,0,3,0
54,2,9,5,1,6,0
579,1,20,1,6,6,0
408,1,5,5,0,0,0
1294,2,20,4,2,0,1
937,2,3,3,0,1,0
1799,2,19,4,3,6,0
1604,2,15,6,0,6,1
437,2,5,4,2,2,0
675,1,2,1,0,0,1
427,1,17,3,0,2,1
1816,2,15,4,2,4,1
1332,2,13,6,4,1,1
1588,1,7,6,1,0,1
1254,2,3,1,2,2,0
1454,1,19,2,1,3,0
1750,1,16,4,1,1,0
745,1,3,4,1,6,1
161,2,16,4,4,1,0
937,1,18,2,3,0,0
164,2,16,5,0,4,0
1207,1,13,4,6,0,0
1157,2,18,6,0,1,0
650,1,8,6,2,6,1
973,1,17,5,1,4,1
359,2,16,3,3,3,0
1030,2,4,5,3,1,0
268,2,19,5,2,6,0
1837,2,14,2,4,6,0
1420,1,7,6,1,2,0
1432,1,17,6,3,0,0
237,2,6,5,4,6,0
1911,2,4,5,3,0,0
388,2,20,3,3,0,0
1176,1,9,6,1,3,0
1428,2,13,4,3,4,1
1076,2,10,4,0,2,1
612,1,20,6,6,4,1
1062,1,14,3,6,4,0
174,1,16,1,0,6,0
824,1,9,6,0,2,1
1641,1,12,2,0,6,1
574,1,15,6,0,4,0
1090,1,4,6,4,3,0
612,1,12,4,6,2,0
1132,2,20,6,0,6,1
1102,1,16,4,3,3,0
1710,1,5,2,4,0,0
131,2,8,2,1,4,1
1915,2,12,4,4,6,0
1786,2,4,5,2,0,1
228,1,1,3,6,4,0
655,2,12,5,2,0,0
732,2,4,3,6,0,1
1783,1,9,1,1,2,1
1183,1,2,6,0,4,0
1392,1,20,5,0,3,0
1736,1,5,2,0,2,0
1698,1,16,4,0,6,1
175,1,9,6,2,0,0
269,2,15,3,6,0,1
238,1,20,2,3,0,0
987,2,18,3,6,6,0
1096,2,15,6,3,1,0
566,2,1,4,2,0,1
673,1,5,1,4,0,0
1881,2,13,1,3,6,0
1009,1,4,1,3,6,0
866,2,15,3,4,3,0
303,2,9,3,3,1,0
1518,2,13,5,3,2,0
898,2,19,1,0,3,1
1201,2,2,1,0,0,1
310,2,15,5,3,3,0
605,2,8,5,6,0,1
28,2,12,2,6,0,0
1548,2,9,5,3,1,0
847,1,9,4,0,0,1
732,2,15,3,1,6,1
831,2,19,4,3,1,0
283,2,12,5,0,0,1
310,2,11,5,6,0,1
